customer_id,full_name,age,city,segment,employment,credit_score,join_date
CUS00277,Uğan Kapagan Bilir,38,Antalya,Bireysel,Kendi İşi,667,2023-01-09
CUS00278,Öğr. Neyran Cedide Tarhan Arsoy,41,Ankara,Bireysel,Öğrenci,595,2024-05-31
CUS00279,Bahtinur Pesent Aslan Akar,44,İzmir,Bireysel,Serbest Meslek,656,2025-04-10
CUS00280,Dr. Gülşa Şahinder Yıldırım Yorulmaz,29,İstanbul,KOBİ,Öğrenci,615,2021-09-06
CUS00281,Uz. Özel Selvi Bilir,61,İstanbul,Kurumsal,Serbest Meslek,660,2023-06-25
CUS00282,Songurkan Bilir,32,İzmir,Bireysel,Emekli,709,2021-03-24
CUS00283,Fadıla Çetin,34,Bursa,KOBİ,Kendi İşi,792,2022-08-16
CUS00284,Eyyüp Akdeniz,61,İzmir,Bireysel,Emekli,538,2025-09-17
CUS00285,Salami Eraslan,78,Ankara,Kurumsal,Kendi İşi,841,2021-11-15
CUS00286,Tuğrulhan Akatay Yaman Yılmaz,58,Gaziantep,Bireysel,Emekli,474,2022-02-16
CUS00287,Yrd. Doç. Güngördü Aclan Akçay,72,Ankara,KOBİ,Emekli,636,2023-09-10
CUS00288,Başay Ziyaettin Seven,24,İstanbul,Kurumsal,Kendi İşi,702,2022-11-25
CUS00289,Âdem Andiç Güçlü Dumanlı,54,İstanbul,Bireysel,Ücretli,675,2025-02-12
CUS00290,Musafet Onurcan Bilgin Akça,71,Bursa,Bireysel,Ücretli,593,2023-09-21
CUS00291,Yunt Özdal Çamurcuoğlu,54,Adana,Bireysel,Öğrenci,631,2025-11-16
CUS00292,Sevican Asu Yorulmaz,65,İzmir,Bireysel,Serbest Meslek,605,2026-04-01
CUS00293,Saire Tarhan Sakarya,56,Antalya,Bireysel,Serbest Meslek,596,2024-09-19
CUS00294,Dr. Bezek Mukbile Tevetoğlu Manço,57,İstanbul,Bireysel,Ücretli,726,2024-10-24
CUS00295,Evcimen Mansız,75,İzmir,Bireysel,Kendi İşi,682,2021-03-15
CUS00296,Nurser Tevetoğlu,68,Ankara,Kurumsal,Kendi İşi,587,2026-01-10
CUS00297,Servinaz Tülin Tevetoğlu,64,İstanbul,Bireysel,Kendi İşi,730,2025-02-26
CUS00298,Özkutlu Vâlâ Demir Akdeniz,65,Ankara,Bireysel,Serbest Meslek,677,2024-04-20
CUS00299,Melihcan Dumanlı,68,İzmir,Bireysel,Öğrenci,723,2026-03-19
CUS00300,Okt. Servinaz Piran Seven,50,Konya,Bireysel,Kendi İşi,706,2022-08-02
CUS00301,Salimet Hayrioğlu,76,Antalya,KOBİ,Kendi İşi,575,2021-06-14
CUS00302,Nurdeniz Manço,65,Adana,Bireysel,Emekli,599,2026-04-20
CUS00303,Dr. Buşra Karadeniz Çorlu,22,İstanbul,Bireysel,Emekli,717,2026-06-26
CUS00304,Dr. Nurbanu Elvan Durmuş,72,Antalya,Bireysel,Ücretli,704,2021-06-08
CUS00305,Dürrüşehvar Seven,68,Ankara,Bireysel,Öğrenci,648,2021-02-25
CUS00306,Av. Ayçan Mahnaz Tevetoğlu,25,İzmir,Bireysel,Öğrenci,660,2023-08-26
CUS00307,Cuheyna Ürper Zorlu Bilir,42,Antalya,Bireysel,Ücretli,764,2023-04-20
CUS00308,Öğr. Deryanur Ergül Akdeniz,61,İstanbul,Bireysel,Öğrenci,596,2021-12-16
CUS00309,Dilşat Laze Durdu Bilgin,74,Konya,Bireysel,Öğrenci,699,2025-05-17
CUS00310,Tanbay İhsanoğlu,32,İzmir,KOBİ,Kendi İşi,631,2024-04-17
CUS00311,Asiman Akçay,59,Ankara,Bireysel,Ücretli,630,2026-03-28
CUS00312,Nalân Necva Yılmaz,78,İstanbul,KOBİ,Ücretli,748,2022-12-20
CUS00313,Selâtin Ülker,24,İstanbul,Kurumsal,Serbest Meslek,724,2022-03-09
CUS00314,Besin Korutürk,42,İzmir,Kurumsal,Emekli,723,2024-01-20
CUS00315,Aydinç Korutürk,55,Bursa,Bireysel,Emekli,767,2026-01-11
CUS00316,Karataş Seven,59,İstanbul,KOBİ,Öğrenci,651,2025-02-26
CUS00317,Ferhan Arsoy,44,Konya,Bireysel,Ücretli,711,2024-07-02
CUS00318,Özpetek Tevetoğlu,62,Ankara,KOBİ,Emekli,622,2023-04-18
CUS00319,Borahan Boynak İnönü,78,İstanbul,Bireysel,Ücretli,679,2021-05-13
CUS00320,Uludağ Atalay Aslan,61,Ankara,Bireysel,Ücretli,638,2025-11-24
CUS00321,Öğr. Şemsinisa Selime Seven,43,İstanbul,Bireysel,Emekli,658,2024-05-30
CUS00322,Çağveren Zorlu,23,Bursa,Kurumsal,Ücretli,703,2022-12-19
CUS00323,Sanur Dilcan Arslan Tarhan,21,Antalya,Bireysel,Serbest Meslek,576,2021-08-11
CUS00324,Arş. Gör. Meveddet Türk Bilgin,68,İzmir,Bireysel,Öğrenci,838,2026-05-31
CUS00325,Abdülahat Değmeer Hançer,31,İzmir,Bireysel,Kendi İşi,559,2024-01-03
CUS00326,Çopur Eraslan,67,İstanbul,Kurumsal,Ücretli,540,2022-06-10
CUS00327,Dursadiye Yılmaz,35,Adana,Bireysel,Serbest Meslek,754,2023-02-08
CUS00328,Uz. Elifnur Nurseda Duran,52,İstanbul,Bireysel,Ücretli,721,2024-11-15
CUS00329,Benek Permun Bilge Korutürk,60,Adana,Bireysel,Ücretli,706,2022-08-07
CUS00330,Bayan Sevim Besey Bilge,40,Antalya,Bireysel,Öğrenci,706,2021-01-01
CUS00331,Yrd. Doç. Rana Rümeysa Arslan,38,İstanbul,Bireysel,Ücretli,648,2023-04-22
CUS00332,Alışık Hayrioğlu Aksu,26,Bursa,Kurumsal,Ücretli,569,2021-08-15
CUS00333,Av. Nevsale Birsan Şafak Akdeniz,65,İstanbul,KOBİ,Kendi İşi,656,2025-11-25
CUS00334,Öğr. Soyselçuk Koçak Fırat,50,İzmir,KOBİ,Öğrenci,589,2021-07-17
CUS00335,Meyhanim Korutürk Şama,32,Konya,Bireysel,Öğrenci,737,2021-04-24
CUS00336,Gabel Erdoğan,37,İzmir,Bireysel,Ücretli,636,2022-07-12
CUS00337,Ruhsat Oymak Akar Akçay,48,Antalya,KOBİ,Ücretli,575,2024-12-26
CUS00338,Fadıla Hatin Sakarya Manço,49,Bursa,KOBİ,Ücretli,621,2023-08-13
CUS00339,Candeniz Tevetoğlu,75,İstanbul,Kurumsal,Serbest Meslek,687,2022-10-27
CUS00340,Cantez Akça,22,İstanbul,Kurumsal,Öğrenci,599,2021-12-10
CUS00341,Öğr. Özdeş İnönü Zengin,53,Bursa,KOBİ,Öğrenci,576,2025-12-25
CUS00342,Misra Manço,51,İstanbul,Kurumsal,Öğrenci,671,2024-06-17
CUS00343,Nayil Dumanlı,45,İstanbul,Bireysel,Öğrenci,672,2024-05-20
CUS00344,Kâzime İslime Yorulmaz,64,Adana,KOBİ,Emekli,604,2026-01-05
CUS00345,Gönen Ertaş,74,İstanbul,Bireysel,Emekli,607,2023-08-21
CUS00346,Alpsü Kanak Karadeniz,43,Ankara,Bireysel,Kendi İşi,670,2024-06-27
CUS00347,Tolonbay Bilge,45,Ankara,Bireysel,Kendi İşi,519,2023-01-31
CUS00348,Seyhan Zengin Durmuş,27,Bursa,KOBİ,Ücretli,523,2021-05-30
CUS00349,Prof. Ülküm Gülenay Hayrioğlu Tevetoğlu,23,Antalya,Bireysel,Emekli,585,2020-12-28
CUS00350,Altınışın Dumanlı,24,Bursa,Bireysel,Serbest Meslek,630,2024-09-08
CUS00351,Bilkay Zorlu,53,İstanbul,Kurumsal,Öğrenci,677,2021-07-10
CUS00352,Bay Erdogan Demirel,39,Bursa,KOBİ,Kendi İşi,782,2026-02-20
CUS00353,Arş. Gör. Yasemen Şeref Aksu Arsoy,73,Bursa,KOBİ,Ücretli,727,2024-05-14
CUS00354,Nürice Rehime Öcalan,36,İzmir,Bireysel,Ücretli,635,2023-10-25
CUS00355,Özger Telim Şensoy,54,İzmir,Bireysel,Emekli,648,2023-07-10
CUS00356,Gürelcem Sakarya,32,Antalya,Bireysel,Öğrenci,559,2023-06-28
CUS00357,Lâle Eraslan Gül,41,İstanbul,Bireysel,Öğrenci,648,2025-05-22
CUS00358,Güçyeter Çorlu,32,Antalya,Kurumsal,Öğrenci,624,2026-03-24
CUS00359,Hiçsönmez Hançer,57,Bursa,Kurumsal,Ücretli,679,2025-08-07
CUS00360,Elifnur Tevetoğlu Demirel,56,Konya,Bireysel,Ücretli,575,2026-03-23
CUS00361,Öncel Nurgil Şensoy,29,İstanbul,Bireysel,Kendi İşi,696,2021-05-13
CUS00362,Tınal Sezer,40,İstanbul,Bireysel,Öğrenci,787,2023-06-09
CUS00363,Tonguç Ülker,60,Ankara,Bireysel,Ücretli,640,2026-06-22
CUS00364,Alsoy Neyran Hançer Akçay,23,Bursa,Bireysel,Emekli,686,2024-03-30
CUS00365,Sırriye Akar,44,İzmir,Bireysel,Kendi İşi,712,2022-06-19
CUS00366,Bişar Erdoğan,37,Bursa,Kurumsal,Öğrenci,613,2022-07-27
CUS00367,Ortak Ömür Duran Karadeniz,23,Adana,Bireysel,Serbest Meslek,670,2023-02-27
CUS00368,Tuğtaş Halidun Akgündüz,66,İzmir,Bireysel,Kendi İşi,651,2025-02-13
CUS00369,Sücaettin Kısakürek,46,Bursa,KOBİ,Öğrenci,658,2025-11-25
CUS00370,Uz. İsak Sezer,46,Ankara,Bireysel,Öğrenci,580,2021-12-15
CUS00371,Doç. Metinkaya Türk,25,Ankara,Bireysel,Kendi İşi,652,2025-12-16
CUS00372,Havse Selvi Mansız Arslan,61,Bursa,KOBİ,Öğrenci,694,2024-02-20
CUS00373,Arş. Gör. Enes Gökçil Sezgin,60,Ankara,Bireysel,Emekli,780,2024-06-17
CUS00374,Kamar Tarhan,56,İstanbul,Bireysel,Kendi İşi,736,2024-08-19
CUS00375,Öğr. Lezize Nursim Zorlu Fırat,78,İstanbul,Bireysel,Kendi İşi,843,2025-06-30
CUS00376,Av. Demiryürek Sezgin,36,Ankara,Bireysel,Emekli,580,2024-03-15
CUS00377,Erensoy Yorulmaz,65,Ankara,Bireysel,Emekli,728,2025-10-14
CUS00378,Av. Nura Durmuş İhsanoğlu,52,Bursa,Kurumsal,Öğrenci,666,2026-02-05
CUS00379,Fenni Atatöre İnönü Aksu,71,Bursa,Bireysel,Ücretli,847,2021-07-07
CUS00380,Arş. Gör. Fadile Sedife Çorlu Akça,43,Adana,Bireysel,Emekli,577,2022-12-18
CUS00381,Okt. Arziye Ruhide Yorulmaz Gülen,19,İzmir,Bireysel,Kendi İşi,574,2022-07-13
CUS00382,Hatin Nüdret Çorlu Arsoy,54,Ankara,KOBİ,Emekli,596,2024-11-29
CUS00383,Gümüştekin İhsanoğlu,36,İstanbul,Bireysel,Kendi İşi,458,2022-07-21
CUS00384,Eşim Yaman,28,Antalya,Kurumsal,Emekli,602,2021-06-26
CUS00385,Solma Ervaniye İnönü,71,Bursa,Bireysel,Ücretli,581,2020-12-20
CUS00386,Yrd. Doç. Afife Beyhatun Yıldırım Eraslan,45,Antalya,Bireysel,Emekli,663,2024-08-19
CUS00387,Sarpkın Akça,55,Ankara,Bireysel,Emekli,680,2022-06-24
CUS00388,Dr. Mahter Havse Hançer,73,Ankara,Bireysel,Serbest Meslek,818,2025-10-27
CUS00389,Enes Lütfi Şener,39,Antalya,Bireysel,Öğrenci,735,2021-09-05
CUS00390,Dr. Dilcan Ticen Tevetoğlu Duran,58,İstanbul,Kurumsal,Serbest Meslek,598,2025-12-10
CUS00391,Doç. Beyler Feyruz Şafak,75,Antalya,Bireysel,Serbest Meslek,569,2020-10-13
CUS00392,Hazine Ülke Seven Akçay,33,İstanbul,Bireysel,Serbest Meslek,694,2020-08-27
CUS00393,Recepali Arsoy,29,İzmir,Bireysel,Serbest Meslek,531,2026-04-18
CUS00394,Kibar Bilge,78,Antalya,KOBİ,Emekli,814,2021-03-21
CUS00395,Tenvir Kenter Arsoy,66,İzmir,Kurumsal,Emekli,756,2024-08-22
CUS00396,Hüsmen Çetin,61,Konya,Kurumsal,Öğrenci,607,2022-10-20
CUS00397,Hazine Cuheyna Öcalan Zengin,38,Adana,Bireysel,Serbest Meslek,495,2021-03-20
CUS00398,Alaeddin Ergül,46,İstanbul,KOBİ,Kendi İşi,771,2023-06-22
CUS00399,Gökçe Karadeniz,68,İstanbul,Bireysel,Kendi İşi,639,2025-04-15
CUS00400,Doç. Söyler Gülbeyan Sezgin Yaman,50,İstanbul,KOBİ,Emekli,761,2026-06-20
CUS00401,Bayan Mecide Gülsalın Türk Çetin,20,İstanbul,Bireysel,Ücretli,506,2021-03-07
CUS00402,Gülel Gönen Zorlu,59,Adana,Bireysel,Öğrenci,596,2022-05-04
CUS00403,Çev. Aycagül İnönü Şensoy,56,İzmir,KOBİ,Öğrenci,650,2024-01-12
CUS00404,Nesfe Aysuna Bilge,53,Gaziantep,Bireysel,Emekli,654,2022-04-08
CUS00405,Kutgün Demir,76,Antalya,Bireysel,Kendi İşi,609,2026-03-22
CUS00406,Öğr. Sejda Nüdret Şama,56,İzmir,Bireysel,Ücretli,706,2023-10-10
CUS00407,Doç. Tercan Arsoy İhsanoğlu,46,İstanbul,Bireysel,Ücretli,553,2022-03-26
CUS00408,Bilay Gül,50,İzmir,Bireysel,Serbest Meslek,637,2025-01-22
CUS00409,Melihcan Tevetoğlu,63,Ankara,KOBİ,Öğrenci,660,2024-04-02
CUS00410,Mujde Cihan Çorlu,51,İzmir,Bireysel,Kendi İşi,696,2022-03-06
CUS00411,Meryeme Semat Tevetoğlu,76,İstanbul,KOBİ,Kendi İşi,714,2023-06-07
CUS00412,Doç. Mishat Ergül,61,İzmir,Bireysel,Ücretli,548,2024-04-07
CUS00413,Yunt Huzuri Mansız,39,İstanbul,KOBİ,Kendi İşi,511,2024-06-12
CUS00414,Açılay Erdoğan,34,Bursa,Kurumsal,Serbest Meslek,764,2024-05-05
CUS00415,Nezengül Zorlu Sezgin,39,İstanbul,Bireysel,Kendi İşi,679,2026-05-09
CUS00416,Bay Beyda Akdeniz,37,Gaziantep,KOBİ,Serbest Meslek,582,2026-06-03
CUS00417,Bayan Egenur Bediriye Yüksel Öcalan,56,Bursa,Bireysel,Kendi İşi,789,2025-10-23
CUS00418,Nevsale Nurtaç Akça Durdu,53,Ankara,Bireysel,Serbest Meslek,660,2026-02-17
CUS00419,Umutcan Dumanlı,60,Bursa,Kurumsal,Ücretli,756,2020-12-01
CUS00420,Selvi Berrin Durdu Yaman,59,Bursa,Kurumsal,Kendi İşi,656,2023-10-19
CUS00421,Pesent Minibe Şensoy Aslan,19,Ankara,Bireysel,Serbest Meslek,835,2025-02-22
CUS00422,Akatay Zahid Akçay Soylu,39,Konya,KOBİ,Serbest Meslek,807,2022-10-07
CUS00423,Özay Demir Eraslan,32,Gaziantep,Bireysel,Ücretli,627,2025-01-17
CUS00424,Öğr. Şevketfeza Macide Sezer Çamurcuoğlu,36,Antalya,Bireysel,Öğrenci,737,2022-11-09
CUS00425,Bayruhan Yaman,67,İzmir,Kurumsal,Ücretli,708,2024-10-27
CUS00426,Uz. Selçuk Birgül Sezgin Tarhan,60,Ankara,Kurumsal,Serbest Meslek,773,2021-04-10
CUS00427,Basriye Zümre Duran Arslan,56,Ankara,Bireysel,Serbest Meslek,563,2023-05-12
CUS00428,Doç. Yankı İhsanoğlu,71,Bursa,Kurumsal,Serbest Meslek,711,2023-03-12
CUS00429,Prof. Işıkay Zorlu,64,Ankara,KOBİ,Kendi İşi,745,2026-01-25
CUS00430,Denizalp Özkent Yaman Yüksel,61,Bursa,KOBİ,Öğrenci,491,2022-07-20
CUS00431,Ismık Durmuş,36,Antalya,KOBİ,Serbest Meslek,543,2024-11-04
CUS00432,Silanur Âlemşah Yaman Mansız,52,İstanbul,KOBİ,Serbest Meslek,466,2025-07-06
CUS00433,Gökçil Gülen,41,Bursa,Kurumsal,Emekli,625,2021-05-17
CUS00434,Prof. Rengül Ümray Erdoğan,47,Antalya,KOBİ,Öğrenci,714,2024-09-18
CUS00435,Beray Dumanlı,51,Ankara,Bireysel,Serbest Meslek,785,2021-09-16
CUS00436,Elgin Âlemşah Şener Zengin,69,İzmir,Bireysel,Ücretli,656,2024-08-09
CUS00437,Mengüç Zorlu,59,İzmir,Bireysel,Öğrenci,796,2022-03-11
CUS00438,Rabih Birgit Hançer Aksu,77,İstanbul,Kurumsal,Ücretli,525,2021-02-11
CUS00439,Hadrey Ergül,36,İstanbul,Bireysel,Kendi İşi,496,2022-01-08
CUS00440,Beste Hurşide Akar,46,Konya,Bireysel,Emekli,645,2025-01-21
CUS00441,Efil Şener,23,Konya,Bireysel,Emekli,684,2026-01-17
CUS00442,Onuker Şensoy,74,Ankara,Bireysel,Emekli,647,2023-03-21
CUS00443,Canal Ülker,21,Ankara,Bireysel,Serbest Meslek,463,2022-01-28
CUS00444,Özdeş Türk,42,Gaziantep,Bireysel,Serbest Meslek,641,2025-12-15
CUS00445,Alanalp Akça,19,Ankara,Bireysel,Kendi İşi,532,2020-11-19
CUS00446,Gülözge Öcalan,68,İstanbul,Bireysel,Kendi İşi,710,2026-02-05
CUS00447,Yrd. Doç. Asu Tercan Akgündüz,76,Antalya,Bireysel,Emekli,682,2025-07-05
CUS00448,Menişan Süner Yüksel,46,İzmir,Bireysel,Ücretli,565,2025-12-23
CUS00449,Melaha Ertaş Erdoğan,34,İstanbul,Bireysel,Öğrenci,603,2026-06-21
CUS00450,Boynak Meşhur Seven,78,Bursa,Kurumsal,Emekli,554,2026-07-02
CUS00451,Öğr. Narhanim Şemsinisa Manço Hayrioğlu,25,Antalya,Bireysel,Kendi İşi,644,2024-10-05
CUS00452,Piran Elvan İnönü Arsoy,25,İstanbul,KOBİ,Öğrenci,735,2023-05-12
CUS00453,Gümüştekin Eral Ertaş Demir,47,İstanbul,KOBİ,Öğrenci,561,2025-01-08
CUS00454,Öğr. Esmanperi Canseven Yorulmaz Arslan,52,İstanbul,Kurumsal,Öğrenci,695,2022-12-02
CUS00455,Öğr. Fermuta Müjde İhsanoğlu,33,Bursa,Bireysel,Emekli,602,2023-11-29
CUS00456,Gülev İnönü,18,İzmir,Bireysel,Öğrenci,578,2025-07-22
CUS00457,Arş. Gör. Silanur Soylu Akgündüz,44,İstanbul,Bireysel,Öğrenci,640,2021-12-31
CUS00458,Bayan Burcuhan Akça Gülen,41,İstanbul,Kurumsal,Öğrenci,556,2023-04-08
CUS00459,Öğr. Günebakan İlkbahar Ergül Yorulmaz,50,Antalya,Kurumsal,Öğrenci,600,2024-12-10
CUS00460,Taçnur Şahinder Akgündüz,19,Ankara,KOBİ,Ücretli,542,2021-01-27
CUS00461,Çev. Zehranur Yılmaz Akdeniz,58,Ankara,Bireysel,Kendi İşi,826,2026-03-17
CUS00462,Uz. Kardelen Neşrin İnönü,65,İstanbul,Bireysel,Kendi İşi,653,2021-07-22
CUS00463,Aysema Rabbiye Yorulmaz Durdu,33,Bursa,Bireysel,Öğrenci,587,2024-01-27
CUS00464,Işıman Durmuş,65,Antalya,Bireysel,Ücretli,669,2025-06-03
CUS00465,Kelâmi Zorlu,40,İzmir,Bireysel,Emekli,639,2023-02-05
CUS00466,Şerman Demir,62,İzmir,Bireysel,Serbest Meslek,630,2024-06-22
CUS00467,Koldan Karaer Çetin Şama,22,Bursa,KOBİ,Ücretli,705,2021-09-26
CUS00468,Evrim Gülmisal Tevetoğlu Zorlu,36,İstanbul,Bireysel,Ücretli,718,2025-05-22
CUS00469,Alanalp Akver Yaman,38,Konya,Kurumsal,Emekli,602,2024-01-22
CUS00470,Arş. Gör. Sevgen Manço Tevetoğlu,70,İzmir,Bireysel,Ücretli,598,2023-06-23
CUS00471,Günşen İhsanoğlu,66,İzmir,Bireysel,Kendi İşi,625,2025-01-10
CUS00472,Feyzin Gülen,73,Antalya,Bireysel,Kendi İşi,442,2025-11-09
CUS00473,İzel Nades Zorlu,25,Antalya,KOBİ,Emekli,513,2025-11-20
CUS00474,Doç. Özbilge Hançer Güçlü,65,Ankara,KOBİ,Kendi İşi,773,2024-12-23
CUS00475,Müret Dilara Seven Zengin,29,İzmir,KOBİ,Kendi İşi,798,2020-10-13
CUS00476,Sücaettin Güçlü,77,Antalya,Bireysel,Ücretli,627,2023-04-05
CUS00477,Doç. Aliseydi Siper Güçlü,64,Ankara,KOBİ,Öğrenci,701,2022-11-25
CUS00478,Fadıla Alemdar Tarhan,70,İstanbul,Bireysel,Kendi İşi,678,2022-02-03
CUS00479,Serol Vezat Demir,24,İstanbul,Bireysel,Kendi İşi,900,2022-09-14
CUS00480,Mihin Hayrioğlu,46,İzmir,KOBİ,Serbest Meslek,750,2022-04-07
CUS00481,Kırat Sezer,62,Ankara,KOBİ,Ücretli,638,2024-03-16
CUS00482,Arş. Gör. Şevketfeza Siti Bilge,64,Adana,Bireysel,Öğrenci,564,2022-05-18
CUS00483,Rafih Bilir,45,İstanbul,Bireysel,Ücretli,505,2021-03-04
CUS00484,Susam Fırat,60,İzmir,Bireysel,Öğrenci,668,2025-05-31
CUS00485,Gök Ertaş,69,Bursa,Bireysel,Ücretli,581,2023-11-06
CUS00486,Zöhrehan Ergül,27,Antalya,KOBİ,Ücretli,521,2025-03-06
CUS00487,Şeref Güçlü,26,İstanbul,Bireysel,Kendi İşi,591,2026-05-23
CUS00488,Çev. Sağıt Gençay Bilgin,42,Konya,Bireysel,Öğrenci,552,2022-04-12
CUS00489,Gülter Tan Hayrioğlu,27,Bursa,Bireysel,Kendi İşi,801,2023-03-05
CUS00490,Örfiye Kutun Arslan Demir,46,Antalya,Kurumsal,Serbest Meslek,729,2024-09-21
CUS00491,Peren Alemdar Ergül,51,Ankara,Bireysel,Kendi İşi,649,2025-07-09
CUS00492,Aylil Mahnaz Demirel,33,Gaziantep,Bireysel,Serbest Meslek,783,2021-11-21
CUS00493,Selime Ildız Korutürk Güçlü,49,İzmir,Kurumsal,Ücretli,656,2021-04-25
CUS00494,İmam Duran,34,Antalya,KOBİ,Serbest Meslek,572,2022-06-18
CUS00495,Ergül Sakarya,57,İstanbul,KOBİ,Serbest Meslek,787,2022-12-13
CUS00496,Öğr. Aliihsan Tüzeer Akçay,25,İstanbul,Bireysel,Emekli,698,2025-11-17
CUS00497,Dr. Elhan Alkor Sakarya,29,Adana,KOBİ,Ücretli,556,2025-02-27
CUS00498,Solma Sakarya,69,Bursa,Bireysel,Kendi İşi,632,2024-02-28
CUS00499,Abdulsemet Durmuş,63,İstanbul,Kurumsal,Kendi İşi,571,2026-06-09
CUS00500,Dr. Sultane Sunay Şensoy,75,İstanbul,Bireysel,Serbest Meslek,525,2021-12-26
CUS00501,Mujde Macide Şensoy,68,Ankara,Bireysel,Ücretli,733,2022-05-04
CUS00502,Tunahan Durdu,30,Antalya,Bireysel,Emekli,821,2021-02-22
CUS00503,Cannur Ledün Akgündüz,19,Ankara,Kurumsal,Kendi İşi,524,2022-08-14
CUS00504,İşcan Koray Çetin,47,Antalya,Kurumsal,Serbest Meslek,700,2022-02-20
CUS00505,Doç. Ferzi Akgündüz,57,Adana,Bireysel,Kendi İşi,591,2024-11-09
CUS00506,Gençay Durdu,43,Gaziantep,KOBİ,Öğrenci,606,2020-12-17
CUS00507,Hakikat Fenni Ertaş Şensoy,44,Antalya,Kurumsal,Ücretli,596,2025-10-08
CUS00508,Uz. Tuğçe Ertaş Aslan,26,Gaziantep,Bireysel,Emekli,572,2025-04-06
CUS00509,Gürsal Buhari Gül Ertaş,47,Bursa,Bireysel,Serbest Meslek,654,2022-04-14
CUS00510,Gülder Yılmaz,74,Antalya,Kurumsal,Öğrenci,575,2026-02-27
CUS00511,Özpetek Gülgen Akçay,29,Antalya,Bireysel,Emekli,674,2023-07-06
CUS00512,Salimet Zorlu Hayrioğlu,50,Konya,Bireysel,Ücretli,645,2025-11-03
CUS00513,Canfeza Akçay Yaman,51,İstanbul,Bireysel,Serbest Meslek,628,2021-05-19
CUS00514,Huban Yılmaz,38,Konya,Bireysel,Kendi İşi,568,2024-09-14
CUS00515,Hatin Dumanlı İnönü,78,Konya,Bireysel,Ücretli,598,2022-11-11
CUS00516,Menişan Zengin,34,İstanbul,Kurumsal,Kendi İşi,717,2022-11-30
CUS00517,Ermutlu Şensoy,26,İzmir,Kurumsal,Öğrenci,695,2025-07-07
CUS00518,Bay Türkalp Batırhan Ertaş,23,İzmir,Bireysel,Öğrenci,562,2023-09-14
CUS00519,Öğr. Uzbay Zorlu,78,İzmir,Bireysel,Öğrenci,658,2023-04-03
CUS00520,Tezol Galip Arsoy Mansız,64,Konya,Bireysel,Öğrenci,717,2023-04-16
CUS00521,Uz. Nezihi Birgit Ertaş,20,Antalya,Bireysel,Ücretli,499,2022-07-10
CUS00522,Ruhugül Zülfüye Çamurcuoğlu Güçlü,20,Konya,Kurumsal,Kendi İşi,698,2025-10-17
CUS00523,Çinerk Yüksel,59,İstanbul,Kurumsal,Emekli,590,2025-03-20
CUS00524,Remazan Dumanlı,57,İzmir,KOBİ,Öğrenci,701,2026-06-06
CUS00525,Besey Özdeş Demir Yorulmaz,36,İzmir,Bireysel,Emekli,581,2025-02-18
CUS00526,Serol Duran,33,Antalya,KOBİ,Kendi İşi,487,2025-04-20
CUS00527,Okt. Şinasi Fırat,47,İstanbul,Bireysel,Serbest Meslek,503,2021-12-01
CUS00528,Uraltay Diken Demirel Zengin,46,Ankara,KOBİ,Serbest Meslek,654,2024-05-26
CUS00529,Oymak Dumanlı,39,İzmir,Bireysel,Kendi İşi,673,2024-10-19
CUS00530,Uz. Uğur Ruhugül Ertaş Durdu,64,Gaziantep,Bireysel,Emekli,568,2021-02-11
CUS00531,Dr. Meveddet Amre Gülen Eraslan,26,Antalya,Kurumsal,Öğrenci,707,2021-02-18
CUS00532,Seyithan Erdoğan,24,Ankara,KOBİ,Ücretli,500,2020-09-01
CUS00533,Okt. Banü Zevlüde Yorulmaz,35,Ankara,Bireysel,Ücretli,644,2021-01-10
CUS00534,Bayan Mahigül Seven Akçay,21,İstanbul,KOBİ,Öğrenci,541,2021-03-25
CUS00535,Okt. Nursim Seniha Bilge,44,İstanbul,Bireysel,Kendi İşi,591,2021-10-17
CUS00536,Bezek Tarhan Ülker,77,İzmir,Bireysel,Serbest Meslek,654,2023-11-08
CUS00537,Tunçboğa Bilge,66,İstanbul,Kurumsal,Emekli,572,2025-03-25
CUS00538,Cavit Safet Gülen Fırat,49,Adana,KOBİ,Ücretli,615,2023-08-08
CUS00539,Av. Abdulkadir Çelem Yıldırım,23,Konya,Kurumsal,Emekli,740,2021-09-22
CUS00540,Dr. Zinnure Safura Duran Kısakürek,33,İstanbul,Bireysel,Ücretli,598,2023-03-07
CUS00541,Öğr. Hekmet Bişar Aslan,21,İstanbul,Kurumsal,Emekli,725,2022-08-06
CUS00542,Akgöl Ünsever Ülker Seven,36,İzmir,Bireysel,Emekli,548,2022-03-31
CUS00543,Ensari Bilir,26,Adana,Bireysel,Emekli,697,2025-11-15
CUS00544,Suphi Akkerman Dumanlı Tevetoğlu,41,İstanbul,Bireysel,Öğrenci,779,2021-03-20
CUS00545,Ercihan Zihni Türk,53,İstanbul,Kurumsal,Kendi İşi,427,2026-05-11
CUS00546,Öğr. Zerafet Günsel İnönü Bilge,22,Ankara,KOBİ,Öğrenci,578,2024-01-24
CUS00547,Onurcan Arslan,35,Antalya,Kurumsal,Öğrenci,701,2021-02-14
CUS00548,Ürper Tevetoğlu,25,İstanbul,Bireysel,Emekli,631,2022-08-20
CUS00549,Havali Hançer,41,Antalya,Bireysel,Öğrenci,683,2026-05-13
CUS00550,Öğr. Ginyas Evcimen Yorulmaz,78,Ankara,Bireysel,Serbest Meslek,595,2021-11-11
